image_index,mean_input,mean_blur,mean_edge,max_edge,strong_edge_pixels
2484,45.5344,45.3444,88.7755,255.0000,281
2485,28.6964,28.5510,77.6875,255.0000,243
2486,36.5663,36.3903,89.8903,255.0000,286
2487,45.1798,44.9962,96.7143,255.0000,307
2488,23.4298,23.3023,67.9477,255.0000,216
2489,44.3878,44.1824,106.3457,255.0000,336
2490,34.3367,34.1773,82.4681,255.0000,263
2491,28.0561,27.8954,78.7844,255.0000,245
2492,16.7398,16.5370,55.7628,255.0000,179
2493,45.9158,45.8227,106.4439,255.0000,336
2494,26.4668,26.3125,83.7513,255.0000,271
2495,20.6161,20.5102,54.8635,255.0000,176
2496,35.1454,34.9885,84.4350,255.0000,274
2497,23.3661,23.2487,57.7398,255.0000,183
2498,25.7296,25.5931,74.0957,255.0000,239
2499,43.5778,43.4094,95.4184,255.0000,305
2500,43.0714,42.8839,105.0931,255.0000,329
2501,32.6913,32.5536,75.9133,255.0000,240
2502,38.6875,38.4987,92.4209,255.0000,291
2503,40.8367,40.6543,95.9809,255.0000,301
2504,35.6569,35.4962,81.5931,255.0000,259
2505,22.5944,22.4796,57.4324,255.0000,181
2506,41.0051,40.8036,108.1314,255.0000,347
2507,37.0778,36.9056,83.7168,255.0000,267
2508,44.8712,44.6747,99.4923,255.0000,316
2509,29.7742,29.6199,79.5574,255.0000,254
2510,37.5153,37.3278,94.8622,255.0000,301
2511,41.8278,41.6365,93.0268,255.0000,291
2512,19.3291,19.2232,61.1722,255.0000,194
2513,40.5829,40.3878,101.9503,255.0000,326
2514,22.5791,22.4515,63.1263,255.0000,200
2515,28.4196,28.2768,81.1173,255.0000,263
2516,26.7258,26.5548,84.0510,255.0000,266
2517,36.7819,36.6135,86.9860,255.0000,280
2518,32.0931,31.9222,83.7908,255.0000,268
2519,38.6569,38.4923,87.4094,255.0000,282
2520,29.3048,29.1441,77.3100,255.0000,247
2521,38.1212,37.9477,86.9707,255.0000,274
2522,31.2538,31.0918,82.5370,255.0000,262
2523,48.7181,48.5140,101.7640,255.0000,325
2524,39.2844,39.1059,97.3801,255.0000,309
2525,54.3903,54.1594,110.6850,255.0000,352
2526,30.3023,30.1288,89.9235,255.0000,285
2527,40.5089,40.3202,99.2475,255.0000,310
2528,52.9133,52.7054,110.1314,255.0000,350
2529,40.6926,40.5077,96.9145,255.0000,310
2530,13.5038,13.4158,44.2564,255.0000,142
2531,44.6186,44.4247,103.0217,255.0000,331
2532,49.9783,49.7423,118.5459,255.0000,378
2533,46.1518,45.9515,100.6480,255.0000,321
2534,33.6862,33.5319,87.7066,255.0000,278
2535,36.4592,36.2832,94.6046,255.0000,297
2536,22.6939,22.5599,72.6913,255.0000,232
2537,25.3546,25.2041,72.8125,255.0000,228
2538,31.0702,30.9005,87.4554,255.0000,274
2539,58.8048,58.5638,116.9515,255.0000,373
2540,31.6110,31.4528,83.8992,255.0000,272
2541,34.1224,33.9464,92.2309,255.0000,294
2542,36.4273,36.2870,76.1416,255.0000,238
2543,28.6543,28.5013,78.8737,255.0000,251
2544,38.6480,38.4758,94.9975,255.0000,297
2545,45.2921,45.1084,93.9439,255.0000,296
2546,24.2921,24.1684,64.3635,255.0000,201
2547,25.7258,25.6084,61.8622,255.0000,195
2548,29.7755,29.6250,82.3189,255.0000,265
2549,21.4145,21.2768,68.1990,255.0000,220
2550,33.8010,33.6454,80.8253,255.0000,254
2551,22.0000,21.8635,66.9770,255.0000,213
2552,18.7219,18.6352,51.7985,255.0000,167
2553,40.4286,40.2411,89.8227,255.0000,290
2554,61.0523,60.8724,108.6135,255.0000,346
2555,31.8112,31.6390,79.8482,255.0000,258
2556,16.1403,16.0370,54.6033,255.0000,178
2557,43.6480,43.4413,101.0179,255.0000,324
2558,20.4120,20.1607,66.2487,255.0000,216
2559,36.1888,36.1416,88.6505,255.0000,280
2560,37.6237,37.4554,83.7551,255.0000,264
2561,43.8278,43.6403,97.5191,255.0000,310
2562,30.8916,30.7462,73.2130,255.0000,230
2563,21.8673,21.7717,55.9158,255.0000,173
2564,18.0931,17.9490,68.9222,255.0000,221
2565,41.5332,41.3444,93.3253,255.0000,300
2566,36.1684,35.9987,86.6390,255.0000,279
2567,38.9719,38.7781,98.5077,255.0000,312
2568,44.2832,44.0778,102.8316,255.0000,330
2569,31.2449,31.0855,80.7041,255.0000,259
2570,56.0944,55.8724,89.3559,255.0000,283
2571,45.3444,45.1441,111.5038,255.0000,353
2572,15.9592,15.8699,46.2883,255.0000,148
2573,36.8699,36.6939,86.6582,255.0000,275
2574,31.4758,31.3304,81.5332,255.0000,258
2575,32.1747,31.8661,77.7857,255.0000,245
2576,34.3061,34.2895,92.9987,255.0000,294
2577,51.4617,51.2462,107.3967,255.0000,341
2578,37.8839,37.7360,78.1275,255.0000,252
2579,33.4783,33.3265,83.0153,255.0000,263
2580,23.4247,23.3099,65.6582,255.0000,211
2581,39.6671,39.4694,99.7666,255.0000,317
2582,54.3712,54.1607,92.8367,255.0000,294
2583,23.7015,23.5791,58.4196,255.0000,179
2584,42.0587,41.8852,95.1148,255.0000,308
2585,44.0089,43.8189,91.7347,255.0000,295
2586,43.4592,43.2679,97.5548,255.0000,310
2587,45.6288,45.4298,105.4171,255.0000,338
2588,22.3597,22.2168,77.3635,255.0000,253
2589,32.5855,32.4222,83.8495,255.0000,266
2590,24.1403,23.9974,69.3839,255.0000,225
2591,27.1135,26.9681,73.6008,255.0000,237
2592,50.6492,50.4426,100.1747,255.0000,321
2593,44.7653,44.5689,108.2934,255.0000,346
2594,15.6849,15.6059,45.8878,255.0000,152
2595,28.5612,28.3878,80.4975,255.0000,256
2596,22.3980,22.2666,72.0969,255.0000,234
2597,53.7717,53.5383,118.0816,255.0000,373
2598,58.1811,57.9770,92.0969,255.0000,298
2599,19.2730,19.1684,51.7462,255.0000,163
2600,23.1594,23.0472,58.0855,255.0000,187
2601,35.9834,35.8214,86.5765,255.0000,285
2602,23.7347,23.6071,66.6148,255.0000,209
2603,42.4490,42.2564,104.0370,255.0000,334
2604,18.2704,18.1760,51.5778,255.0000,165
2605,44.4286,44.2130,114.7640,255.0000,374
2606,29.4987,29.3036,97.1582,255.0000,310
2607,36.3839,36.2130,83.7500,255.0000,268
2608,34.0842,33.9184,90.9375,255.0000,291
2609,27.2066,27.0702,70.6607,255.0000,225
2610,23.4337,23.3112,70.9821,255.0000,227
2611,39.2615,39.0944,91.9464,255.0000,293
2612,24.7194,24.4171,67.9911,255.0000,221
2613,28.5829,28.5969,76.6990,255.0000,245
2614,27.9196,27.7526,84.9936,255.0000,266
2615,36.7908,36.6110,88.5446,255.0000,280
2616,15.1849,15.1046,44.1059,255.0000,144
2617,40.9286,40.7334,98.4324,255.0000,313
2618,24.5306,24.4120,66.0995,255.0000,207
2619,20.2730,20.1658,54.5421,255.0000,174
2620,22.0038,21.8469,81.6913,255.0000,260
2621,50.8176,50.5969,112.7028,255.0000,354
2622,35.7755,35.5804,95.4298,255.0000,307
2623,20.4821,20.3941,52.2755,255.0000,167
2624,44.3597,44.1671,99.7334,255.0000,316
2625,40.4962,40.3214,89.2615,255.0000,281
2626,34.2513,34.0740,90.4872,255.0000,285
2627,44.3954,44.1977,104.0102,255.0000,322
2628,32.8048,32.6582,73.8048,255.0000,234
2629,49.8112,49.5906,114.8559,255.0000,362
2630,16.3176,16.2385,47.1224,255.0000,154
2631,36.5395,36.3712,85.0561,255.0000,272
2632,26.1084,25.9605,81.8202,255.0000,256
2633,38.5842,38.4005,92.6071,255.0000,296
2634,43.4388,43.2500,96.1620,255.0000,304
2635,37.3814,37.2156,89.5408,255.0000,282
2636,38.5523,38.3342,113.8967,255.0000,363
2637,32.1467,31.9796,81.1594,255.0000,262
2638,26.1531,25.9962,74.8775,255.0000,238
2639,23.7232,23.5855,76.3125,255.0000,244
2640,36.2423,36.0753,82.4554,255.0000,264
2641,49.6837,49.4770,106.6620,255.0000,338
2642,34.8635,34.6747,97.5944,255.0000,307
2643,35.4541,35.2895,82.2870,255.0000,263
2644,23.3878,23.2666,66.4426,255.0000,214
2645,21.9796,21.8788,53.8699,255.0000,169
2646,32.3163,32.1569,82.6148,255.0000,268
2647,32.2653,32.1173,78.7997,255.0000,251
2648,33.6620,33.4796,95.6403,255.0000,305
2649,29.9464,29.8087,71.5255,255.0000,231
2650,42.5421,42.3903,90.6365,255.0000,289
2651,30.6709,30.4974,86.5740,255.0000,270
2652,68.9439,68.6939,124.6862,255.0000,397
2653,31.0944,30.9554,76.8712,255.0000,243
2654,19.6161,19.5293,51.5217,255.0000,164
2655,32.6339,32.4592,92.5395,255.0000,295
2656,34.2844,34.1352,76.0319,255.0000,243
2657,41.7296,41.5293,97.9770,255.0000,308
2658,45.6365,45.4452,92.3036,255.0000,290
2659,34.1212,33.9758,79.7258,255.0000,255
2660,33.3788,33.2079,96.8929,255.0000,309
2661,42.4847,42.2908,100.2181,255.0000,317
2662,48.4184,48.2181,98.0944,255.0000,315
2663,17.6875,17.6020,50.3151,255.0000,158
2664,41.3431,41.1684,89.3125,255.0000,284
2665,39.5906,39.3967,95.1225,255.0000,294
2666,18.3380,18.2296,58.9987,255.0000,193
2667,19.5051,19.4133,52.3061,255.0000,164
2668,25.1237,24.9656,76.3406,255.0000,245
2669,38.7398,38.5319,105.4388,255.0000,336
2670,38.8202,38.6212,107.0293,255.0000,339
2671,37.7653,37.5791,94.4107,255.0000,301
2672,34.6263,34.4413,92.8393,255.0000,296
2673,27.2577,27.1250,70.6952,255.0000,226
2674,30.8240,30.6939,77.5957,255.0000,248
2675,44.3227,44.1173,104.8686,255.0000,327
2676,33.4171,33.2474,90.1926,255.0000,284
2677,31.3980,31.2372,78.2143,255.0000,248
2678,38.8457,38.6671,92.3801,255.0000,297
2679,37.2959,37.1212,87.6645,255.0000,284
2680,33.1543,32.9872,88.9133,255.0000,284
2681,47.8648,47.6569,112.7423,255.0000,360
2682,37.3163,37.1378,92.8839,255.0000,293
2683,50.7092,50.4949,109.3520,255.0000,345
2684,31.5663,31.4082,90.8865,255.0000,289
2685,47.7041,47.4962,106.6441,255.0000,336
2686,35.1033,34.9362,86.7079,255.0000,276
2687,39.3316,39.1582,92.3227,255.0000,296
2688,15.3036,15.2092,45.6696,255.0000,145
2689,26.8329,26.6811,76.1122,255.0000,247
2690,23.7117,23.5523,83.5574,255.0000,269
2691,31.4120,31.2602,74.6722,255.0000,236
2692,13.8125,13.7309,45.6378,255.0000,142
2693,32.4630,32.2870,89.9592,255.0000,288
2694,32.5957,32.4541,73.8559,255.0000,236
2695,20.7717,20.6696,54.1939,255.0000,171
2696,39.3023,39.1390,85.5612,255.0000,269
2697,34.4566,34.2704,89.9834,255.0000,287
2698,27.5548,27.4005,84.9477,255.0000,265
2699,35.3610,35.1964,83.1556,255.0000,268
2700,56.1582,55.9298,105.6212,255.0000,331
2701,32.5115,32.3559,78.7168,255.0000,249
2702,50.0842,49.8852,106.8827,255.0000,343
2703,36.6301,36.4681,83.9031,255.0000,267
2704,25.1059,24.9732,72.7691,255.0000,231
2705,38.2997,38.1250,94.2717,255.0000,297
2706,30.2309,30.0778,82.9694,255.0000,264
2707,44.4707,44.2717,100.9745,255.0000,322
2708,15.8610,15.7768,45.8941,255.0000,147
2709,44.1722,43.9732,101.7781,255.0000,319
2710,27.2857,27.1429,75.8253,255.0000,242
2711,30.8074,30.6671,73.1862,255.0000,229
2712,30.9388,30.8138,72.8839,255.0000,234
2713,17.0740,16.9503,63.5536,255.0000,210
2714,24.2832,24.1594,70.6850,255.0000,219
2715,34.0982,33.9298,84.2296,255.0000,269
2716,14.6008,14.5332,43.6671,255.0000,143
2717,22.5408,22.4324,57.2347,255.0000,177
2718,42.0051,41.8355,89.7730,255.0000,286
2719,20.8380,20.7309,53.2793,255.0000,170
2720,15.6913,15.5906,51.9388,255.0000,164
2721,42.4311,42.2474,102.2181,255.0000,329
2722,23.4668,23.3418,65.3431,255.0000,206
2723,35.5957,35.4235,85.8278,255.0000,275
2724,21.4681,21.3342,72.2347,255.0000,232
2725,21.0689,20.9719,53.3916,255.0000,168
2726,30.2602,30.0855,89.3661,255.0000,289
2727,32.5599,32.3929,93.7041,255.0000,305
2728,34.2691,34.1148,81.8406,255.0000,260
2729,34.9528,34.7628,96.6888,255.0000,305
2730,15.4145,15.3291,45.6327,255.0000,147
2731,22.9528,22.8546,53.7730,255.0000,167
2732,46.5791,46.4031,102.0855,255.0000,324
2733,48.9694,48.7768,96.6250,255.0000,307
2734,21.0395,20.8967,72.3355,255.0000,231
2735,40.4936,40.3087,97.8801,255.0000,310
2736,47.0753,46.8597,113.7130,255.0000,358
2737,36.6135,36.4694,86.6939,255.0000,279
2738,39.4528,39.2921,91.1135,255.0000,294
2739,38.4413,38.2717,93.8316,255.0000,293
2740,41.0102,40.8342,87.4311,255.0000,277
2741,48.9515,48.7526,106.2768,255.0000,338
2742,25.9452,25.8176,72.5676,255.0000,227
2743,40.5651,40.4158,85.1684,255.0000,272
2744,25.0561,24.9094,83.0893,255.0000,262
2745,46.2679,46.0497,109.8916,255.0000,346
2746,31.3457,31.1607,97.3418,255.0000,310
2747,16.5969,16.5153,46.7717,255.0000,148
2748,43.3508,43.1365,120.4158,255.0000,376
2749,46.0816,45.8788,101.9554,255.0000,328
2750,27.0906,26.8036,72.6900,255.0000,238
2751,33.6977,33.6888,90.9005,255.0000,286
2752,23.3214,23.1964,66.7895,255.0000,212
2753,27.9809,27.8482,76.7832,255.0000,247
2754,29.1212,28.9528,76.7819,255.0000,246
2755,34.9298,34.7857,89.4145,255.0000,284
2756,27.5446,27.4158,67.3150,255.0000,215
2757,40.8750,40.7066,85.3061,255.0000,278
2758,24.0013,23.8571,74.5906,255.0000,243
2759,39.1811,38.8074,84.5204,255.0000,268
2760,24.3036,24.3304,96.3074,255.0000,314
2761,53.2513,53.0179,114.8355,255.0000,363
2762,17.8852,17.8074,47.4158,255.0000,155
2763,40.7526,40.5676,88.3597,255.0000,279
2764,25.6429,25.5217,63.5077,255.0000,202
2765,29.1505,28.9898,84.1480,255.0000,271
2766,19.6454,19.5383,58.3202,255.0000,185
2767,26.6186,26.5179,57.0255,255.0000,183
2768,20.9158,20.7564,77.8737,255.0000,249
2769,36.3610,36.1964,83.7003,255.0000,270
2770,37.3712,37.1952,94.1008,255.0000,301
2771,53.9783,53.7666,112.1250,255.0000,360
2772,27.5931,27.4541,76.5077,255.0000,245
2773,44.4375,44.2564,95.7589,255.0000,306
2774,25.5230,25.3724,74.9337,255.0000,235
2775,36.1288,35.9630,88.1033,255.0000,284
2776,13.6977,13.6250,43.5472,255.0000,136
2777,44.8023,44.5957,101.3087,255.0000,325
2778,18.7793,18.6709,59.6135,255.0000,192
2779,38.2270,38.0561,95.3992,255.0000,307
2780,43.7628,43.5599,111.0255,255.0000,351
2781,54.8520,54.6059,122.7321,255.0000,390
2782,45.0982,44.9043,100.4872,255.0000,317
2783,46.1403,45.9439,95.1658,255.0000,307
2784,21.8074,21.6952,55.9349,255.0000,178
2785,36.0102,35.8099,97.8788,255.0000,311
2786,21.0918,20.9566,71.8138,255.0000,232
2787,36.0523,35.8750,87.9298,255.0000,282
2788,36.1543,35.9541,103.5842,255.0000,334
2789,47.9745,47.7806,89.5319,255.0000,282
2790,22.0995,21.9528,71.7321,255.0000,231
2791,13.6875,13.5969,43.6531,255.0000,142
2792,29.1722,29.0281,70.4222,255.0000,227
2793,37.8418,37.6760,87.9936,255.0000,281
2794,19.1658,19.0778,49.1429,255.0000,157
2795,39.3508,39.1926,88.9375,255.0000,282
2796,67.2487,67.0217,121.7768,255.0000,386
2797,33.1811,33.0306,79.1225,255.0000,253
2798,32.5497,32.3661,98.0600,255.0000,311
2799,31.6722,31.5268,79.1747,255.0000,251
2800,19.0472,18.9388,58.3457,255.0000,184
2801,42.6276,42.4426,98.9413,255.0000,316
2802,23.2015,23.0651,69.6594,255.0000,222
2803,50.9732,50.7615,103.1008,255.0000,327
2804,39.6658,39.4860,91.0395,255.0000,289
2805,37.9286,37.7207,97.0969,255.0000,315
2806,43.7270,43.5370,98.5612,255.0000,314
2807,25.0344,24.9247,57.5281,255.0000,187
2808,32.2207,32.0638,80.1033,255.0000,256
2809,32.4133,32.2538,82.5600,255.0000,262
2810,48.2309,48.0753,95.7334,255.0000,301
2811,17.4770,17.3597,53.2219,255.0000,166
2812,30.2704,30.1071,82.1518,255.0000,263
2813,43.5026,43.3278,97.0638,255.0000,314
2814,28.5548,28.3929,81.6862,255.0000,263
2815,43.8814,43.6696,101.2117,255.0000,316
2816,46.2895,46.0944,109.3737,255.0000,348
2817,33.5523,33.4120,78.7462,255.0000,248
2818,33.5153,33.3597,79.6633,255.0000,258
2819,43.1148,42.9298,96.8074,255.0000,304
2820,35.4311,35.2551,91.7755,255.0000,294
2821,32.9171,32.7589,83.8903,255.0000,269
2822,32.1020,31.9349,84.1135,255.0000,273
2823,31.5867,31.4388,70.1824,255.0000,225
2824,23.7883,23.6607,70.5408,255.0000,224
2825,31.4337,31.2972,75.4834,255.0000,239
2826,44.5166,44.3342,99.1556,255.0000,316
2827,32.3661,32.2194,78.5166,255.0000,249
2828,35.6926,35.5293,81.9018,255.0000,262
2829,34.5038,34.3342,85.6429,255.0000,274
2830,14.9056,14.8291,45.6977,255.0000,146
2831,20.7704,20.6633,57.3508,255.0000,184
2832,22.0574,21.9222,68.2755,255.0000,223
2833,46.5472,46.3214,112.4949,255.0000,353
2834,20.1696,20.0293,68.0548,255.0000,221
2835,49.1735,48.9707,98.0638,255.0000,312
2836,53.4962,53.2985,101.5268,255.0000,325
2837,37.7219,37.5230,98.9018,255.0000,321
2838,20.3878,20.2538,67.5383,255.0000,216
2839,32.1773,32.0000,94.2283,255.0000,306
2840,48.4388,48.2551,88.8814,255.0000,283
2841,31.8087,31.6480,83.5434,255.0000,272
2842,34.0217,33.8163,101.4617,255.0000,320
2843,32.6161,32.4898,65.4235,255.0000,203
2844,16.6365,16.5383,54.1199,255.0000,171
2845,48.6224,48.3827,120.7334,255.0000,388
2846,32.5638,32.4145,83.4400,255.0000,266
2847,37.7679,37.5829,93.2640,255.0000,300
2848,38.1684,37.9974,83.4745,255.0000,266
2849,41.3495,41.1645,91.3533,255.0000,295
2850,28.6250,28.4681,79.6620,255.0000,253
2851,43.0102,42.8214,91.9554,255.0000,293
2852,34.6327,34.4885,74.3367,255.0000,232
2853,28.8138,28.6849,63.0765,255.0000,201
2854,27.1186,26.9605,89.0472,255.0000,283
2855,45.3763,45.1952,91.1811,255.0000,295
2856,40.0217,39.8878,81.0217,255.0000,257
2857,30.0000,29.8406,84.5115,255.0000,272
2858,22.2270,22.1212,58.9758,255.0000,191
2859,49.2003,49.0064,101.4975,255.0000,325
2860,19.4247,19.3099,59.1390,255.0000,191
2861,35.6543,35.4630,91.9528,255.0000,294
2862,47.2411,47.0332,103.8163,255.0000,333
2863,57.6811,57.4860,91.8125,255.0000,290
2864,32.8087,32.6237,93.5038,255.0000,301
2865,38.2742,38.1250,84.8138,255.0000,264
2866,49.4643,49.2474,110.6301,255.0000,357
2867,37.5714,37.2079,86.9885,255.0000,277
2868,27.7564,27.7768,95.4222,255.0000,305
2869,36.4515,36.2806,94.6097,255.0000,298
2870,17.2997,17.2028,48.6518,255.0000,158
2871,45.8418,45.6288,108.0179,255.0000,345
2872,20.6722,20.5689,53.0625,255.0000,173
2873,64.9094,64.6926,111.0957,255.0000,352
2874,26.4031,26.2615,72.2181,255.0000,233
2875,54.5867,54.3992,101.3597,255.0000,318
2876,25.0459,24.9490,55.6531,255.0000,180
2877,51.8036,51.5957,98.0995,255.0000,313
2878,24.1888,24.0880,56.6224,255.0000,181
2879,46.5561,46.3559,92.4732,255.0000,293
2880,38.5689,38.3992,91.0587,255.0000,293
2881,39.6161,39.4362,92.3584,255.0000,295
2882,41.4860,41.2806,105.2143,255.0000,332
2883,46.4222,46.2066,114.3265,255.0000,363
2884,19.6122,19.5179,55.1645,255.0000,168
2885,34.3622,34.1888,91.6288,255.0000,296
2886,48.2398,48.0319,115.7411,255.0000,370
2887,39.8291,39.6454,90.4375,255.0000,289
2888,24.0804,23.9413,75.6288,255.0000,244
2889,25.9847,25.8750,56.7079,255.0000,179
2890,33.0128,32.8380,89.0753,255.0000,280
2891,50.0906,49.8686,100.4809,255.0000,319
2892,31.2857,31.1046,93.1926,255.0000,296
2893,31.9107,31.7360,81.6122,255.0000,265
2894,20.2117,20.1199,51.3253,255.0000,162
2895,38.6250,38.4337,102.9209,255.0000,331
2896,19.7003,19.5778,61.4758,255.0000,195
2897,40.6071,40.4120,99.0357,255.0000,319
2898,25.3444,25.2130,69.3992,255.0000,222
2899,35.6046,35.4247,94.2564,255.0000,303
2900,25.6811,25.5268,88.9541,255.0000,284
2901,41.3776,41.1901,92.9617,255.0000,297
2902,15.2870,15.1645,63.3724,255.0000,206
2903,26.1773,26.0485,68.0434,255.0000,215
2904,39.1518,38.9821,82.3725,255.0000,264
2905,45.5944,45.3903,101.2054,255.0000,327
2906,13.1237,13.0395,43.1327,255.0000,136
2907,22.0714,21.9656,54.4260,255.0000,173
2908,34.3316,34.1607,89.6645,255.0000,279
2909,33.3903,33.2449,77.7500,255.0000,249
2910,27.1531,27.0191,73.0982,255.0000,227
2911,37.6939,37.5306,85.0689,255.0000,269
2912,33.1429,32.9668,93.2475,255.0000,299
2913,46.5242,46.3520,83.5702,255.0000,269
2914,48.5931,48.3954,101.9809,255.0000,319
2915,48.1735,47.9656,106.4094,255.0000,340
2916,52.9796,52.7857,105.8112,255.0000,337
2917,32.8278,32.6722,87.2411,255.0000,279
2918,14.9464,14.8622,45.3776,255.0000,145
2919,60.8240,60.5969,113.8355,255.0000,366
2920,18.0855,17.9974,49.4821,255.0000,158
2921,40.1633,39.9745,99.1888,255.0000,320
2922,22.0893,21.9681,69.7347,255.0000,226
2923,45.3520,45.1658,94.5982,255.0000,300
2924,40.6709,40.4936,85.6633,255.0000,270
2925,44.2908,44.0957,95.8304,255.0000,307
2926,26.8304,26.6786,83.2398,255.0000,264
2927,35.7564,35.5651,99.4350,255.0000,316
2928,25.9490,25.7832,83.8036,255.0000,267
2929,30.5663,30.4107,78.0153,255.0000,249
2930,24.1645,24.0306,68.6798,255.0000,219
2931,40.4554,40.2589,101.0548,255.0000,323
2932,17.6480,17.5625,49.3406,255.0000,159
2933,27.8610,27.7105,76.6645,255.0000,246
2934,34.6569,34.4630,100.4413,255.0000,323
2935,47.8291,47.5982,110.2895,255.0000,345
2936,34.2602,34.0778,96.5421,255.0000,305
2937,21.1059,21.0115,53.0089,255.0000,169
2938,11.2806,11.2041,39.7207,255.0000,125
2939,37.2309,37.0599,94.4949,255.0000,301
2940,49.5689,49.3737,101.2589,255.0000,328
2941,40.3482,40.1582,102.2717,255.0000,328
2942,40.2653,40.0536,111.8622,255.0000,362
2943,32.7781,32.6199,86.3686,255.0000,275
2944,46.5383,46.3265,104.1786,255.0000,329
2945,27.4171,27.2640,81.8138,255.0000,259
2946,25.3916,25.2526,73.5383,255.0000,231
2947,30.8240,30.6824,72.9413,255.0000,232
2948,30.1492,29.9860,86.4975,255.0000,280
2949,27.9809,27.8431,74.0702,255.0000,233
2950,15.1901,15.0676,60.6263,255.0000,195
2951,38.0689,37.8929,93.0038,255.0000,296
2952,36.1620,35.9834,95.4031,255.0000,306
2953,30.7041,30.5497,81.6747,255.0000,256
2954,20.0370,19.9298,59.7003,255.0000,191
2955,33.4490,33.2691,89.9936,255.0000,286
2956,36.9605,36.8189,78.0612,255.0000,249
2957,16.6224,16.5370,48.4745,255.0000,154
2958,39.9592,39.7615,97.9783,255.0000,319
2959,35.5179,35.3342,94.8036,255.0000,302
2960,31.7334,31.5702,87.2946,255.0000,279
2961,30.9082,30.7500,90.0459,255.0000,285
2962,42.4503,42.2806,90.2219,255.0000,286
2963,32.4349,32.2755,84.7449,255.0000,268
2964,32.7066,32.5459,84.1518,255.0000,271
2965,21.9145,21.7806,73.3150,255.0000,233
2966,41.6288,41.4464,94.8597,255.0000,311
2967,30.9617,30.8125,78.8393,255.0000,252
2968,37.2066,37.0293,90.3508,255.0000,285
2969,28.8788,28.7219,76.5408,255.0000,240
2970,13.8890,13.8138,43.4872,255.0000,142
2971,32.9031,32.7360,87.1811,255.0000,277
2972,25.4260,25.2908,69.5650,255.0000,222
2973,25.0651,24.9145,72.3036,255.0000,234
2974,37.1901,37.0013,96.4630,255.0000,310
2975,37.8929,37.6913,101.4949,255.0000,324
2976,30.5293,30.3699,85.4452,255.0000,278
2977,18.5089,18.4056,52.6288,255.0000,166
2978,28.5332,28.3699,83.4592,255.0000,265
2979,30.3559,30.2015,81.4719,255.0000,260
2980,24.2143,24.0995,62.5625,255.0000,204
2981,32.4260,32.2526,92.5931,255.0000,287
2982,37.7270,37.5829,77.5893,255.0000,246
2983,35.4821,35.3010,93.4719,255.0000,299
2984,21.3801,21.2500,68.6645,255.0000,220
2985,26.9375,26.7870,76.1850,255.0000,238
2986,45.8878,45.6977,96.3699,255.0000,308
2987,31.2309,31.0510,88.7577,255.0000,283
2988,15.0599,14.9707,45.9898,255.0000,147
2989,20.6837,20.5727,63.2895,255.0000,199
2990,30.3648,30.2003,81.1633,255.0000,255
2991,29.6492,29.5230,71.4987,255.0000,226
2992,35.9388,35.7781,80.9770,255.0000,257
2993,38.8342,38.6492,100.5650,255.0000,320
2994,12.6276,12.5446,43.8878,255.0000,139
2995,24.1327,23.9974,72.0995,255.0000,232
2996,42.9566,42.7602,101.8839,255.0000,327
2997,25.4401,25.2895,75.0714,255.0000,237
2998,14.8980,14.8227,45.0408,255.0000,148
2999,28.0702,27.9362,81.4617,255.0000,264
3000,32.6276,32.4656,91.6760,255.0000,301
3001,32.8520,32.6837,82.4885,255.0000,260
3002,28.0000,27.8469,84.9056,255.0000,267
3003,32.8342,32.6888,80.7781,255.0000,261
3004,22.1722,22.0587,51.9490,255.0000,164
3005,35.3878,35.2105,97.2985,255.0000,310
3006,35.8138,35.6161,100.9898,255.0000,323
3007,18.4694,18.3393,68.6441,255.0000,219
3008,32.7959,32.6518,73.4681,255.0000,234
3009,27.9732,27.8125,81.3100,255.0000,260
3010,29.0421,28.9082,67.4298,255.0000,212
3011,32.6263,32.4681,81.7870,255.0000,256
3012,43.0561,42.8393,107.0957,255.0000,335
3013,40.3074,40.1097,100.0179,255.0000,327
3014,45.8750,45.6926,98.6811,255.0000,311
3015,43.5268,43.3214,106.0395,255.0000,333
3016,51.5077,51.2704,114.7602,255.0000,363
3017,36.8661,36.6901,95.6620,255.0000,303
3018,27.9911,27.8622,76.6990,255.0000,245
3019,20.5663,20.4515,58.1429,255.0000,181
3020,25.2219,25.0753,72.4911,255.0000,229
3021,36.3737,36.1824,104.0408,255.0000,333
3022,29.8571,29.7117,75.5944,255.0000,242
3023,31.9732,31.7985,87.5383,255.0000,281
3024,41.4401,41.2589,97.3546,255.0000,308
3025,26.7551,26.5995,83.5510,255.0000,265
3026,36.9745,36.7883,96.8661,255.0000,304
3027,39.9362,39.7347,101.0497,255.0000,325
3028,26.8801,26.7321,79.3725,255.0000,252
3029,38.4821,38.2997,95.6467,255.0000,307
3030,30.5026,30.3482,85.4107,255.0000,272
3031,40.5204,40.3202,104.1900,255.0000,333
3032,34.2615,34.0906,89.0140,255.0000,287
3033,45.1952,44.9974,109.9196,255.0000,347
3034,32.1199,31.9464,89.1122,255.0000,288
3035,51.2742,51.0485,113.6735,255.0000,360
3036,31.4464,31.2526,94.2449,255.0000,300
3037,33.1492,32.9732,88.6454,255.0000,283
3038,21.0510,20.9235,61.9681,255.0000,197
3039,32.7946,32.6250,89.1263,255.0000,282
3040,39.0574,38.8763,93.0663,255.0000,299
3041,17.2347,17.1288,51.3661,255.0000,161
